Sample_Code,Description,Date,Plot,Sample_Category,Filter045_ml,Filter022_ml,DNA_TotalReads_STD,DNA_TotalReads_NonSTD,DNA_CopySum,Standard_curve_validity_16S,Standard_curve_validity_18S,Standard_curve_validity_ITS,Standard_curve_validity_COI,DADA2_Input_16S,DADA2_Input_18S,DADA2_Input_ITS,DADA2_Input_COI,DADA2_OutputProp_16S,DADA2_OutputProp_18S,DADA2_OutputProp_ITS,DADA2_OutputProp_COI,DNA_CopySum_16S,DNA_CopySum_18S,DNA_CopySum_ITS,DNA_CopySum_COI
S052,P1-7_13,2017-07-13,1,sample,100,30,26089,48754,1104634.5523562322,Valid,Valid,Valid,Valid,16596,28337,33010,9777,0.826825741142444,0.9938949077178247,0.7087549227506816,0.977907333537895,1007341.4128179933,75160.84202431164,21895.905880501286,236.39163342599227
S053,P1-7_14,2017-07-14,1,sample,100,30,20970,48847,1258620.2123523501,Valid,Valid,Valid,Valid,24129,14148,36599,7719,0.8853247130009532,0.9954763924229573,0.732233121123528,0.9809560823940925,1193917.4476947836,48746.44078684654,15184.757377110061,771.5664936102235
S054,P1-7_15,2017-07-15,1,sample,100,30,17008,67483,2502762.3859580634,Valid,Valid,Valid,Valid,18599,17637,46056,17748,0.8781654927684284,0.9930260248341555,0.7224900121591107,0.9786454811809782,2344889.62068545,126502.72484752278,30596.76211865992,773.2783064310621
S055,P1-7_16,2017-07-16,1,sample,100,30,27235,62475,1028614.6559918339,Valid,Valid,Valid,Valid,21716,26346,35005,19935,0.8437097071283846,0.9944583618006528,0.7302385373518069,0.9844996237772762,951824.0151340849,53373.8257207645,21727.9747497584,1688.8403872262554
S056,P1-7_17,2017-07-17,1,sample,100,30,23053,78346,1392635.5186056474,Valid,Valid,Valid,Valid,25676,26121,45718,19581,0.8710468920392584,0.9951762949351097,0.7377619318430377,0.9861600531127113,1272209.350905845,79660.34221967224,17385.48628124149,23380.33919888864
S057,P1-7_18,2017-07-18,1,sample,100,30,36386,56590,1097290.8117097195,Valid,Valid,Valid,Valid,24375,25440,24307,28276,0.8995282051282051,0.9945754716981132,0.7348911836096598,0.9861720186730797,1046586.0416100082,42721.08795053448,7163.076043628494,820.6061055483851
S058,P1-7_19,2017-07-19,1,sample,100,30,19492,70830,1107505.5118377672,Valid,Valid,Valid,Valid,23211,19514,26774,30977,0.9034509499806126,0.9937993235625705,0.7228281168297602,0.9880233721793589,981742.343701773,102034.35809031269,13835.290358654847,9893.519687026755
S059,P1-7_20,2017-07-20,1,sample,100,30,27761,70101,953284.9378287476,Valid,Valid,Valid,Valid,24561,29291,18194,33933,0.8980904686291274,0.9953569355774812,0.7203473672639331,0.988506763327734,869995.9736272582,66989.25256472887,11962.578998163195,4337.132638597227
S060,P1-7_21,2017-07-21,1,sample,100,30,28296,64411,802196.3155608681,Valid,Valid,Valid,Valid,19863,30629,19467,32380,0.8417660977697226,0.9933396454340657,0.6962552011095701,0.9885114268066708,708541.1140583557,81143.72723086992,10463.458774684621,2048.0154969579785
S061,P1-7_22,2017-07-22,1,sample,100,30,48721,72996,735768.6210779897,Valid,Valid,Valid,Valid,23796,53281,19530,32971,0.9109093965372331,0.9966404534449429,0.7362519201228879,0.9875345000151649,670928.3949961487,38481.899388810525,4991.593087759124,21366.733605271416
S062,P1-7_23,2017-07-23,1,sample,100,30,22071,95328,1471718.616722751,Valid,Valid,Valid,Valid,19689,35493,37639,38580,0.9046675808827264,0.9949849266052461,0.6962193469539574,0.9867029548989114,1330355.7254332078,102957.80114970148,28313.512319080764,10091.5778207608
S063,P1-7_24,2017-07-24,1,sample,100,30,23707,37072,1504661.538775034,Valid,Valid,Valid,Valid,20113,23006,22225,6929,0.7881966887087953,0.992914891767365,0.6903037120359955,0.9728676576706595,1450456.0774400877,39157.06772995992,14492.011720974535,556.3818840119416
S064,P1-7_25,2017-07-25,1,sample,100,30,61800,47979,769091.8282984301,Valid,Valid,Valid,Valid,27181,55808,25898,11479,0.8902542216989809,0.9954845183486238,0.7241485829021546,0.9818799546998868,733908.1832813598,25821.22469563905,9128.252788104091,234.16753332703033
